Country/Region,Province/State,date,confirmed,recovered,deaths
Zambia,,2/7/20,0,0.0,0
Zimbabwe,,2/7/20,0,0.0,0
Canada,Diamond Princess,2/7/20,0,0.0,0
Dominica,,2/7/20,0,0.0,0
Grenada,,2/7/20,0,0.0,0
Mozambique,,2/7/20,0,0.0,0
Syria,,2/7/20,0,0.0,0
Timor-Leste,,2/7/20,0,0.0,0
Belize,,2/7/20,0,0.0,0
Canada,Recovered,2/7/20,0,0.0,0
Laos,,2/7/20,0,0.0,0
Libya,,2/7/20,0,0.0,0
West Bank and Gaza,,2/7/20,0,0.0,0
Guinea-Bissau,,2/7/20,0,0.0,0
Mali,,2/7/20,0,0.0,0
Saint Kitts and Nevis,,2/7/20,0,0.0,0
Afghanistan,,2/8/20,0,0.0,0
Albania,,2/8/20,0,0.0,0
Algeria,,2/8/20,0,0.0,0
Andorra,,2/8/20,0,0.0,0
Angola,,2/8/20,0,0.0,0
Antigua and Barbuda,,2/8/20,0,0.0,0
Argentina,,2/8/20,0,0.0,0
Armenia,,2/8/20,0,0.0,0
Australia,Australian Capital Territory,2/8/20,0,0.0,0
Australia,New South Wales,2/8/20,4,2.0,0
Australia,Northern Territory,2/8/20,0,0.0,0
Australia,Queensland,2/8/20,5,0.0,0
Australia,South Australia,2/8/20,2,0.0,0
Australia,Tasmania,2/8/20,0,0.0,0
Australia,Victoria,2/8/20,4,0.0,0
Australia,Western Australia,2/8/20,0,0.0,0
Austria,,2/8/20,0,0.0,0
Azerbaijan,,2/8/20,0,0.0,0
Bahamas,,2/8/20,0,0.0,0
Bahrain,,2/8/20,0,0.0,0
Bangladesh,,2/8/20,0,0.0,0
Barbados,,2/8/20,0,0.0,0
Belarus,,2/8/20,0,0.0,0
Belgium,,2/8/20,1,0.0,0
Benin,,2/8/20,0,0.0,0
Bhutan,,2/8/20,0,0.0,0
Bolivia,,2/8/20,0,0.0,0
Bosnia and Herzegovina,,2/8/20,0,0.0,0
Brazil,,2/8/20,0,0.0,0
Brunei,,2/8/20,0,0.0,0
Bulgaria,,2/8/20,0,0.0,0
Burkina Faso,,2/8/20,0,0.0,0
Cabo Verde,,2/8/20,0,0.0,0
Cambodia,,2/8/20,1,0.0,0
Cameroon,,2/8/20,0,0.0,0
Canada,Alberta,2/8/20,0,0.0,0
Canada,British Columbia,2/8/20,4,0.0,0
Canada,Grand Princess,2/8/20,0,0.0,0
Canada,Manitoba,2/8/20,0,0.0,0
Canada,New Brunswick,2/8/20,0,0.0,0
Canada,Newfoundland and Labrador,2/8/20,0,0.0,0
Canada,Nova Scotia,2/8/20,0,0.0,0
Canada,Ontario,2/8/20,3,0.0,0
Canada,Prince Edward Island,2/8/20,0,0.0,0
Canada,Quebec,2/8/20,0,0.0,0
Canada,Saskatchewan,2/8/20,0,0.0,0
Central African Republic,,2/8/20,0,0.0,0
Chad,,2/8/20,0,0.0,0
Chile,,2/8/20,0,0.0,0
China,Anhui,2/8/20,733,59.0,0
China,Beijing,2/8/20,315,34.0,2
China,Chongqing,2/8/20,428,39.0,2
China,Fujian,2/8/20,239,24.0,0
China,Gansu,2/8/20,79,12.0,1
China,Guangdong,2/8/20,1095,112.0,1
China,Guangxi,2/8/20,183,17.0,0
China,Guizhou,2/8/20,89,7.0,1
China,Hainan,2/8/20,124,14.0,2
China,Hebei,2/8/20,195,30.0,1
China,Heilongjiang,2/8/20,295,13.0,5
China,Henan,2/8/20,981,116.0,4
China,Hong Kong,2/8/20,26,0.0,1
China,Hubei,2/8/20,27100,1439.0,780
China,Hunan,2/8/20,803,156.0,1
China,Inner Mongolia,2/8/20,52,5.0,0
China,Jiangsu,2/8/20,439,51.0,0
China,Jiangxi,2/8/20,698,55.0,0
China,Jilin,2/8/20,69,4.0,1
China,Liaoning,2/8/20,105,8.0,0
China,Macau,2/8/20,10,1.0,0
China,Ningxia,2/8/20,45,15.0,0
China,Qinghai,2/8/20,18,3.0,0
China,Shaanxi,2/8/20,195,20.0,0
China,Shandong,2/8/20,416,44.0,0
China,Shanghai,2/8/20,286,41.0,1
China,Shanxi,2/8/20,115,21.0,0
China,Sichuan,2/8/20,364,60.0,1
China,Tianjin,2/8/20,88,4.0,1
China,Tibet,2/8/20,1,0.0,0
China,Xinjiang,2/8/20,42,0.0,0
China,Yunnan,2/8/20,138,17.0,0
China,Zhejiang,2/8/20,1048,175.0,0
Colombia,,2/8/20,0,0.0,0
Congo (Brazzaville),,2/8/20,0,0.0,0
Congo (Kinshasa),,2/8/20,0,0.0,0
Costa Rica,,2/8/20,0,0.0,0
Cote d'Ivoire,,2/8/20,0,0.0,0
Croatia,,2/8/20,0,0.0,0
Diamond Princess,,2/8/20,61,0.0,0
Cuba,,2/8/20,0,0.0,0
Cyprus,,2/8/20,0,0.0,0
Czechia,,2/8/20,0,0.0,0
Denmark,Faroe Islands,2/8/20,0,0.0,0
Denmark,Greenland,2/8/20,0,0.0,0
Denmark,,2/8/20,0,0.0,0
Djibouti,,2/8/20,0,0.0,0
Dominican Republic,,2/8/20,0,0.0,0
Ecuador,,2/8/20,0,0.0,0
Egypt,,2/8/20,0,0.0,0
El Salvador,,2/8/20,0,0.0,0
Equatorial Guinea,,2/8/20,0,0.0,0
Eritrea,,2/8/20,0,0.0,0
Estonia,,2/8/20,0,0.0,0
Eswatini,,2/8/20,0,0.0,0
Ethiopia,,2/8/20,0,0.0,0
Fiji,,2/8/20,0,0.0,0
Finland,,2/8/20,1,0.0,0
France,French Guiana,2/8/20,0,0.0,0
France,French Polynesia,2/8/20,0,0.0,0
France,Guadeloupe,2/8/20,0,0.0,0
France,Guadeloupe,2/8/20,0,0.0,0
France,Mayotte,2/8/20,0,0.0,0
France,New Caledonia,2/8/20,0,0.0,0
France,Reunion,2/8/20,0,0.0,0
France,Saint Barthelemy,2/8/20,0,0.0,0
France,St Martin,2/8/20,0,0.0,0
France,Martinique,2/8/20,0,0.0,0
France,,2/8/20,11,0.0,0
Gabon,,2/8/20,0,0.0,0
Gambia,,2/8/20,0,0.0,0
Georgia,,2/8/20,0,0.0,0
Germany,,2/8/20,13,0.0,0
Ghana,,2/8/20,0,0.0,0
Greece,,2/8/20,0,0.0,0
Guatemala,,2/8/20,0,0.0,0
Guinea,,2/8/20,0,0.0,0
Guyana,,2/8/20,0,0.0,0
Haiti,,2/8/20,0,0.0,0
Holy See,,2/8/20,0,0.0,0
Honduras,,2/8/20,0,0.0,0
Hungary,,2/8/20,0,0.0,0
Iceland,,2/8/20,0,0.0,0
India,,2/8/20,3,0.0,0
Indonesia,,2/8/20,0,0.0,0
Iran,,2/8/20,0,0.0,0
Iraq,,2/8/20,0,0.0,0
Ireland,,2/8/20,0,0.0,0
Israel,,2/8/20,0,0.0,0
Italy,,2/8/20,3,0.0,0
Jamaica,,2/8/20,0,0.0,0
Japan,,2/8/20,25,1.0,0
Jordan,,2/8/20,0,0.0,0
Kazakhstan,,2/8/20,0,0.0,0
Kenya,,2/8/20,0,0.0,0
"Korea, South",,2/8/20,24,1.0,0
Kuwait,,2/8/20,0,0.0,0
Kyrgyzstan,,2/8/20,0,0.0,0
Latvia,,2/8/20,0,0.0,0
Lebanon,,2/8/20,0,0.0,0
Liberia,,2/8/20,0,0.0,0
Liechtenstein,,2/8/20,0,0.0,0
Lithuania,,2/8/20,0,0.0,0
Luxembourg,,2/8/20,0,0.0,0
Madagascar,,2/8/20,0,0.0,0
Malaysia,,2/8/20,16,1.0,0
Maldives,,2/8/20,0,0.0,0
Malta,,2/8/20,0,0.0,0
Mauritania,,2/8/20,0,0.0,0
Mauritius,,2/8/20,0,0.0,0
Mexico,,2/8/20,0,0.0,0
Moldova,,2/8/20,0,0.0,0
Monaco,,2/8/20,0,0.0,0
Mongolia,,2/8/20,0,0.0,0
Montenegro,,2/8/20,0,0.0,0
Morocco,,2/8/20,0,0.0,0
Namibia,,2/8/20,0,0.0,0
Nepal,,2/8/20,1,0.0,0
Netherlands,Aruba,2/8/20,0,0.0,0
Netherlands,Curacao,2/8/20,0,0.0,0
Netherlands,Sint Maarten,2/8/20,0,0.0,0
Netherlands,,2/8/20,0,0.0,0
New Zealand,,2/8/20,0,0.0,0
Nicaragua,,2/8/20,0,0.0,0
Niger,,2/8/20,0,0.0,0
Nigeria,,2/8/20,0,0.0,0
North Macedonia,,2/8/20,0,0.0,0
Norway,,2/8/20,0,0.0,0
Oman,,2/8/20,0,0.0,0
Pakistan,,2/8/20,0,0.0,0
Panama,,2/8/20,0,0.0,0
Papua New Guinea,,2/8/20,0,0.0,0
Paraguay,,2/8/20,0,0.0,0
Peru,,2/8/20,0,0.0,0
Philippines,,2/8/20,3,0.0,1
Poland,,2/8/20,0,0.0,0
Portugal,,2/8/20,0,0.0,0
Qatar,,2/8/20,0,0.0,0
Romania,,2/8/20,0,0.0,0
Russia,,2/8/20,2,0.0,0
Rwanda,,2/8/20,0,0.0,0
Saint Lucia,,2/8/20,0,0.0,0
Saint Vincent and the Grenadines,,2/8/20,0,0.0,0
San Marino,,2/8/20,0,0.0,0
Saudi Arabia,,2/8/20,0,0.0,0
Senegal,,2/8/20,0,0.0,0
Serbia,,2/8/20,0,0.0,0
Seychelles,,2/8/20,0,0.0,0
Singapore,,2/8/20,33,2.0,0
Slovakia,,2/8/20,0,0.0,0
Slovenia,,2/8/20,0,0.0,0
Somalia,,2/8/20,0,0.0,0
South Africa,,2/8/20,0,0.0,0
Spain,,2/8/20,1,0.0,0
Sri Lanka,,2/8/20,1,1.0,0
Sudan,,2/8/20,0,0.0,0
Suriname,,2/8/20,0,0.0,0
Sweden,,2/8/20,1,0.0,0
Switzerland,,2/8/20,0,0.0,0
Taiwan*,,2/8/20,17,1.0,0
Tanzania,,2/8/20,0,0.0,0
Thailand,,2/8/20,32,10.0,0
Togo,,2/8/20,0,0.0,0
Trinidad and Tobago,,2/8/20,0,0.0,0
Tunisia,,2/8/20,0,0.0,0
Turkey,,2/8/20,0,0.0,0
Uganda,,2/8/20,0,0.0,0
Ukraine,,2/8/20,0,0.0,0
United Arab Emirates,,2/8/20,7,0.0,0
United Kingdom,Bermuda,2/8/20,0,0.0,0
United Kingdom,Cayman Islands,2/8/20,0,0.0,0
United Kingdom,Channel Islands,2/8/20,0,0.0,0
United Kingdom,Gibraltar,2/8/20,0,0.0,0
United Kingdom,Isle of Man,2/8/20,0,0.0,0
United Kingdom,Montserrat,2/8/20,0,0.0,0
United Kingdom,,2/8/20,3,0.0,0
Uruguay,,2/8/20,0,0.0,0
US,,2/8/20,11,0.0,0
Uzbekistan,,2/8/20,0,0.0,0
Venezuela,,2/8/20,0,0.0,0
Vietnam,,2/8/20,13,1.0,0
Zambia,,2/8/20,0,0.0,0
Zimbabwe,,2/8/20,0,0.0,0
Canada,Diamond Princess,2/8/20,0,0.0,0
Dominica,,2/8/20,0,0.0,0
Grenada,,2/8/20,0,0.0,0
Mozambique,,2/8/20,0,0.0,0
Syria,,2/8/20,0,0.0,0
Timor-Leste,,2/8/20,0,0.0,0
Belize,,2/8/20,0,0.0,0
Canada,Recovered,2/8/20,0,0.0,0
Laos,,2/8/20,0,0.0,0
Libya,,2/8/20,0,0.0,0
West Bank and Gaza,,2/8/20,0,0.0,0
Guinea-Bissau,,2/8/20,0,0.0,0
Mali,,2/8/20,0,0.0,0
Saint Kitts and Nevis,,2/8/20,0,0.0,0
Afghanistan,,2/9/20,0,0.0,0
Albania,,2/9/20,0,0.0,0
Algeria,,2/9/20,0,0.0,0
Andorra,,2/9/20,0,0.0,0
Angola,,2/9/20,0,0.0,0
Antigua and Barbuda,,2/9/20,0,0.0,0
Argentina,,2/9/20,0,0.0,0
Armenia,,2/9/20,0,0.0,0
Australia,Australian Capital Territory,2/9/20,0,0.0,0
Australia,New South Wales,2/9/20,4,2.0,0
Australia,Northern Territory,2/9/20,0,0.0,0
Australia,Queensland,2/9/20,5,0.0,0
Australia,South Australia,2/9/20,2,0.0,0
Australia,Tasmania,2/9/20,0,0.0,0
Australia,Victoria,2/9/20,4,0.0,0
Australia,Western Australia,2/9/20,0,0.0,0
Austria,,2/9/20,0,0.0,0
Azerbaijan,,2/9/20,0,0.0,0
Bahamas,,2/9/20,0,0.0,0
Bahrain,,2/9/20,0,0.0,0
Bangladesh,,2/9/20,0,0.0,0
Barbados,,2/9/20,0,0.0,0
Belarus,,2/9/20,0,0.0,0
Belgium,,2/9/20,1,0.0,0
Benin,,2/9/20,0,0.0,0
Bhutan,,2/9/20,0,0.0,0
Bolivia,,2/9/20,0,0.0,0
Bosnia and Herzegovina,,2/9/20,0,0.0,0
Brazil,,2/9/20,0,0.0,0
Brunei,,2/9/20,0,0.0,0
Bulgaria,,2/9/20,0,0.0,0
Burkina Faso,,2/9/20,0,0.0,0
Cabo Verde,,2/9/20,0,0.0,0
Cambodia,,2/9/20,1,0.0,0
Cameroon,,2/9/20,0,0.0,0
Canada,Alberta,2/9/20,0,0.0,0
Canada,British Columbia,2/9/20,4,0.0,0
Canada,Grand Princess,2/9/20,0,0.0,0
Canada,Manitoba,2/9/20,0,0.0,0
Canada,New Brunswick,2/9/20,0,0.0,0
Canada,Newfoundland and Labrador,2/9/20,0,0.0,0
Canada,Nova Scotia,2/9/20,0,0.0,0
Canada,Ontario,2/9/20,3,0.0,0
Canada,Prince Edward Island,2/9/20,0,0.0,0
Canada,Quebec,2/9/20,0,0.0,0
Canada,Saskatchewan,2/9/20,0,0.0,0
Central African Republic,,2/9/20,0,0.0,0
Chad,,2/9/20,0,0.0,0
Chile,,2/9/20,0,0.0,0
China,Anhui,2/9/20,779,72.0,1
China,Beijing,2/9/20,326,37.0,2
China,Chongqing,2/9/20,468,51.0,2
China,Fujian,2/9/20,250,35.0,0
China,Gansu,2/9/20,83,16.0,2
China,Guangdong,2/9/20,1131,141.0,1
China,Guangxi,2/9/20,195,18.0,1
China,Guizhou,2/9/20,99,7.0,1
China,Hainan,2/9/20,131,19.0,3
China,Hebei,2/9/20,206,34.0,2
China,Heilongjiang,2/9/20,307,14.0,6
China,Henan,2/9/20,1033,153.0,6
China,Hong Kong,2/9/20,29,0.0,1
China,Hubei,2/9/20,29631,1795.0,871
China,Hunan,2/9/20,838,186.0,1
China,Inner Mongolia,2/9/20,54,5.0,0
China,Jiangsu,2/9/20,468,71.0,0
China,Jiangxi,2/9/20,740,73.0,0
China,Jilin,2/9/20,78,12.0,1
China,Liaoning,2/9/20,107,12.0,0
China,Macau,2/9/20,10,1.0,0
China,Ningxia,2/9/20,45,13.0,0
China,Qinghai,2/9/20,18,3.0,0
China,Shaanxi,2/9/20,208,25.0,0
China,Shandong,2/9/20,444,63.0,1
China,Shanghai,2/9/20,293,44.0,1
China,Shanxi,2/9/20,119,25.0,0
China,Sichuan,2/9/20,386,71.0,1
China,Tianjin,2/9/20,91,4.0,1
China,Tibet,2/9/20,1,0.0,0
China,Xinjiang,2/9/20,45,0.0,0
China,Yunnan,2/9/20,141,18.0,0
China,Zhejiang,2/9/20,1075,201.0,0
Colombia,,2/9/20,0,0.0,0
Congo (Brazzaville),,2/9/20,0,0.0,0
Congo (Kinshasa),,2/9/20,0,0.0,0
Costa Rica,,2/9/20,0,0.0,0
Cote d'Ivoire,,2/9/20,0,0.0,0
Croatia,,2/9/20,0,0.0,0
Diamond Princess,,2/9/20,64,0.0,0
Cuba,,2/9/20,0,0.0,0
Cyprus,,2/9/20,0,0.0,0
Czechia,,2/9/20,0,0.0,0
Denmark,Faroe Islands,2/9/20,0,0.0,0
Denmark,Greenland,2/9/20,0,0.0,0
Denmark,,2/9/20,0,0.0,0
Djibouti,,2/9/20,0,0.0,0
Dominican Republic,,2/9/20,0,0.0,0
Ecuador,,2/9/20,0,0.0,0
Egypt,,2/9/20,0,0.0,0
El Salvador,,2/9/20,0,0.0,0
Equatorial Guinea,,2/9/20,0,0.0,0
Eritrea,,2/9/20,0,0.0,0
Estonia,,2/9/20,0,0.0,0
Eswatini,,2/9/20,0,0.0,0
Ethiopia,,2/9/20,0,0.0,0
Fiji,,2/9/20,0,0.0,0
Finland,,2/9/20,1,0.0,0
France,French Guiana,2/9/20,0,0.0,0
France,French Polynesia,2/9/20,0,0.0,0
France,Guadeloupe,2/9/20,0,0.0,0
France,Guadeloupe,2/9/20,0,0.0,0
France,Mayotte,2/9/20,0,0.0,0
France,New Caledonia,2/9/20,0,0.0,0
France,Reunion,2/9/20,0,0.0,0
France,Saint Barthelemy,2/9/20,0,0.0,0
France,St Martin,2/9/20,0,0.0,0
France,Martinique,2/9/20,0,0.0,0
France,,2/9/20,11,0.0,0
Gabon,,2/9/20,0,0.0,0
Gambia,,2/9/20,0,0.0,0
Georgia,,2/9/20,0,0.0,0
Germany,,2/9/20,14,0.0,0
Ghana,,2/9/20,0,0.0,0
Greece,,2/9/20,0,0.0,0
Guatemala,,2/9/20,0,0.0,0
Guinea,,2/9/20,0,0.0,0
Guyana,,2/9/20,0,0.0,0
Haiti,,2/9/20,0,0.0,0
Holy See,,2/9/20,0,0.0,0
Honduras,,2/9/20,0,0.0,0
Hungary,,2/9/20,0,0.0,0
Iceland,,2/9/20,0,0.0,0
India,,2/9/20,3,0.0,0
Indonesia,,2/9/20,0,0.0,0
Iran,,2/9/20,0,0.0,0
Iraq,,2/9/20,0,0.0,0
Ireland,,2/9/20,0,0.0,0
Israel,,2/9/20,0,0.0,0
Italy,,2/9/20,3,0.0,0
Jamaica,,2/9/20,0,0.0,0
Japan,,2/9/20,26,1.0,0
Jordan,,2/9/20,0,0.0,0
Kazakhstan,,2/9/20,0,0.0,0
Kenya,,2/9/20,0,0.0,0
"Korea, South",,2/9/20,25,3.0,0
Kuwait,,2/9/20,0,0.0,0
Kyrgyzstan,,2/9/20,0,0.0,0
Latvia,,2/9/20,0,0.0,0
Lebanon,,2/9/20,0,0.0,0
Liberia,,2/9/20,0,0.0,0
Liechtenstein,,2/9/20,0,0.0,0
Lithuania,,2/9/20,0,0.0,0
Luxembourg,,2/9/20,0,0.0,0
Madagascar,,2/9/20,0,0.0,0
Malaysia,,2/9/20,16,1.0,0
Maldives,,2/9/20,0,0.0,0
Malta,,2/9/20,0,0.0,0
Mauritania,,2/9/20,0,0.0,0
Mauritius,,2/9/20,0,0.0,0
Mexico,,2/9/20,0,0.0,0
Moldova,,2/9/20,0,0.0,0
Monaco,,2/9/20,0,0.0,0
Mongolia,,2/9/20,0,0.0,0
Montenegro,,2/9/20,0,0.0,0
Morocco,,2/9/20,0,0.0,0
Namibia,,2/9/20,0,0.0,0
Nepal,,2/9/20,1,0.0,0
Netherlands,Aruba,2/9/20,0,0.0,0
Netherlands,Curacao,2/9/20,0,0.0,0
Netherlands,Sint Maarten,2/9/20,0,0.0,0
Netherlands,,2/9/20,0,0.0,0
New Zealand,,2/9/20,0,0.0,0
Nicaragua,,2/9/20,0,0.0,0
Niger,,2/9/20,0,0.0,0
Nigeria,,2/9/20,0,0.0,0
North Macedonia,,2/9/20,0,0.0,0
Norway,,2/9/20,0,0.0,0
Oman,,2/9/20,0,0.0,0
Pakistan,,2/9/20,0,0.0,0
Panama,,2/9/20,0,0.0,0
Papua New Guinea,,2/9/20,0,0.0,0
Paraguay,,2/9/20,0,0.0,0
Peru,,2/9/20,0,0.0,0
Philippines,,2/9/20,3,0.0,1
Poland,,2/9/20,0,0.0,0
Portugal,,2/9/20,0,0.0,0
Qatar,,2/9/20,0,0.0,0
Romania,,2/9/20,0,0.0,0
Russia,,2/9/20,2,0.0,0
Rwanda,,2/9/20,0,0.0,0
Saint Lucia,,2/9/20,0,0.0,0
Saint Vincent and the Grenadines,,2/9/20,0,0.0,0
San Marino,,2/9/20,0,0.0,0
Saudi Arabia,,2/9/20,0,0.0,0
Senegal,,2/9/20,0,0.0,0
Serbia,,2/9/20,0,0.0,0
Seychelles,,2/9/20,0,0.0,0
Singapore,,2/9/20,40,2.0,0
Slovakia,,2/9/20,0,0.0,0
Slovenia,,2/9/20,0,0.0,0
Somalia,,2/9/20,0,0.0,0
South Africa,,2/9/20,0,0.0,0
Spain,,2/9/20,2,0.0,0
Sri Lanka,,2/9/20,1,1.0,0
Sudan,,2/9/20,0,0.0,0
Suriname,,2/9/20,0,0.0,0
Sweden,,2/9/20,1,0.0,0
Switzerland,,2/9/20,0,0.0,0
Taiwan*,,2/9/20,18,1.0,0
Tanzania,,2/9/20,0,0.0,0
Thailand,,2/9/20,32,10.0,0
Togo,,2/9/20,0,0.0,0
Trinidad and Tobago,,2/9/20,0,0.0,0
Tunisia,,2/9/20,0,0.0,0
Turkey,,2/9/20,0,0.0,0
Uganda,,2/9/20,0,0.0,0
Ukraine,,2/9/20,0,0.0,0
United Arab Emirates,,2/9/20,7,0.0,0
United Kingdom,Bermuda,2/9/20,0,0.0,0
United Kingdom,Cayman Islands,2/9/20,0,0.0,0
United Kingdom,Channel Islands,2/9/20,0,0.0,0
United Kingdom,Gibraltar,2/9/20,0,0.0,0
United Kingdom,Isle of Man,2/9/20,0,0.0,0
United Kingdom,Montserrat,2/9/20,0,0.0,0
United Kingdom,,2/9/20,3,0.0,0
Uruguay,,2/9/20,0,0.0,0
US,,2/9/20,11,3.0,0
Uzbekistan,,2/9/20,0,0.0,0
Venezuela,,2/9/20,0,0.0,0
Vietnam,,2/9/20,13,1.0,0
Zambia,,2/9/20,0,0.0,0
Zimbabwe,,2/9/20,0,0.0,0
Canada,Diamond Princess,2/9/20,0,0.0,0
Dominica,,2/9/20,0,0.0,0
Grenada,,2/9/20,0,0.0,0
Mozambique,,2/9/20,0,0.0,0
Syria,,2/9/20,0,0.0,0
Timor-Leste,,2/9/20,0,0.0,0
Belize,,2/9/20,0,0.0,0
Canada,Recovered,2/9/20,0,0.0,0
Laos,,2/9/20,0,0.0,0
Libya,,2/9/20,0,0.0,0
West Bank and Gaza,,2/9/20,0,0.0,0
Guinea-Bissau,,2/9/20,0,0.0,0
Mali,,2/9/20,0,0.0,0
Saint Kitts and Nevis,,2/9/20,0,0.0,0
Afghanistan,,2/10/20,0,0.0,0
Albania,,2/10/20,0,0.0,0
Algeria,,2/10/20,0,0.0,0
Andorra,,2/10/20,0,0.0,0
Angola,,2/10/20,0,0.0,0
Antigua and Barbuda,,2/10/20,0,0.0,0
Argentina,,2/10/20,0,0.0,0
Armenia,,2/10/20,0,0.0,0
Australia,Australian Capital Territory,2/10/20,0,0.0,0
Australia,New South Wales,2/10/20,4,2.0,0
Australia,Northern Territory,2/10/20,0,0.0,0
Australia,Queensland,2/10/20,5,0.0,0
Australia,South Australia,2/10/20,2,0.0,0
Australia,Tasmania,2/10/20,0,0.0,0
Australia,Victoria,2/10/20,4,0.0,0
Australia,Western Australia,2/10/20,0,0.0,0
Austria,,2/10/20,0,0.0,0
Azerbaijan,,2/10/20,0,0.0,0
Bahamas,,2/10/20,0,0.0,0
Bahrain,,2/10/20,0,0.0,0
Bangladesh,,2/10/20,0,0.0,0
Barbados,,2/10/20,0,0.0,0
Belarus,,2/10/20,0,0.0,0
Belgium,,2/10/20,1,0.0,0
Benin,,2/10/20,0,0.0,0
Bhutan,,2/10/20,0,0.0,0
Bolivia,,2/10/20,0,0.0,0
Bosnia and Herzegovina,,2/10/20,0,0.0,0
Brazil,,2/10/20,0,0.0,0
Brunei,,2/10/20,0,0.0,0
Bulgaria,,2/10/20,0,0.0,0
Burkina Faso,,2/10/20,0,0.0,0
Cabo Verde,,2/10/20,0,0.0,0
Cambodia,,2/10/20,1,0.0,0
Cameroon,,2/10/20,0,0.0,0
Canada,Alberta,2/10/20,0,0.0,0
Canada,British Columbia,2/10/20,4,0.0,0
Canada,Grand Princess,2/10/20,0,0.0,0
Canada,Manitoba,2/10/20,0,0.0,0
Canada,New Brunswick,2/10/20,0,0.0,0
Canada,Newfoundland and Labrador,2/10/20,0,0.0,0
Canada,Nova Scotia,2/10/20,0,0.0,0
Canada,Ontario,2/10/20,3,0.0,0
Canada,Prince Edward Island,2/10/20,0,0.0,0
Canada,Quebec,2/10/20,0,0.0,0
Canada,Saskatchewan,2/10/20,0,0.0,0
Central African Republic,,2/10/20,0,0.0,0
Chad,,2/10/20,0,0.0,0
Chile,,2/10/20,0,0.0,0
China,Anhui,2/10/20,830,88.0,3
China,Beijing,2/10/20,337,44.0,2
China,Chongqing,2/10/20,486,66.0,2
China,Fujian,2/10/20,261,39.0,0
China,Gansu,2/10/20,83,17.0,2
China,Guangdong,2/10/20,1159,167.0,1
China,Guangxi,2/10/20,210,24.0,1
China,Guizhou,2/10/20,109,10.0,1
China,Hainan,2/10/20,138,19.0,3
China,Hebei,2/10/20,218,41.0,2
China,Heilongjiang,2/10/20,331,30.0,7
China,Henan,2/10/20,1073,191.0,6
China,Hong Kong,2/10/20,38,0.0,1
China,Hubei,2/10/20,31728,2222.0,974
China,Hunan,2/10/20,879,208.0,1
China,Inner Mongolia,2/10/20,58,5.0,0
China,Jiangsu,2/10/20,492,81.0,0
China,Jiangxi,2/10/20,771,105.0,1
China,Jilin,2/10/20,80,13.0,1
China,Liaoning,2/10/20,108,13.0,0
China,Macau,2/10/20,10,1.0,0
China,Ningxia,2/10/20,49,13.0,0
China,Qinghai,2/10/20,18,3.0,0
China,Shaanxi,2/10/20,213,30.0,0
China,Shandong,2/10/20,466,66.0,1
China,Shanghai,2/10/20,299,48.0,1
China,Shanxi,2/10/20,119,25.0,0
China,Sichuan,2/10/20,405,80.0,1
China,Tianjin,2/10/20,95,8.0,1
China,Tibet,2/10/20,1,0.0,0
China,Xinjiang,2/10/20,49,0.0,0
China,Yunnan,2/10/20,149,19.0,0
China,Zhejiang,2/10/20,1092,242.0,0
Colombia,,2/10/20,0,0.0,0
Congo (Brazzaville),,2/10/20,0,0.0,0
Congo (Kinshasa),,2/10/20,0,0.0,0
Costa Rica,,2/10/20,0,0.0,0
Cote d'Ivoire,,2/10/20,0,0.0,0
Croatia,,2/10/20,0,0.0,0
Diamond Princess,,2/10/20,135,0.0,0
Cuba,,2/10/20,0,0.0,0
Cyprus,,2/10/20,0,0.0,0
Czechia,,2/10/20,0,0.0,0
Denmark,Faroe Islands,2/10/20,0,0.0,0
Denmark,Greenland,2/10/20,0,0.0,0
Denmark,,2/10/20,0,0.0,0
Djibouti,,2/10/20,0,0.0,0
Dominican Republic,,2/10/20,0,0.0,0
Ecuador,,2/10/20,0,0.0,0
Egypt,,2/10/20,0,0.0,0
El Salvador,,2/10/20,0,0.0,0
Equatorial Guinea,,2/10/20,0,0.0,0
Eritrea,,2/10/20,0,0.0,0
Estonia,,2/10/20,0,0.0,0
Eswatini,,2/10/20,0,0.0,0
Ethiopia,,2/10/20,0,0.0,0
Fiji,,2/10/20,0,0.0,0
Finland,,2/10/20,1,0.0,0
France,French Guiana,2/10/20,0,0.0,0
France,French Polynesia,2/10/20,0,0.0,0
France,Guadeloupe,2/10/20,0,0.0,0
France,Guadeloupe,2/10/20,0,0.0,0
France,Mayotte,2/10/20,0,0.0,0
France,New Caledonia,2/10/20,0,0.0,0
France,Reunion,2/10/20,0,0.0,0
France,Saint Barthelemy,2/10/20,0,0.0,0
France,St Martin,2/10/20,0,0.0,0
France,Martinique,2/10/20,0,0.0,0
France,,2/10/20,11,0.0,0
Gabon,,2/10/20,0,0.0,0
Gambia,,2/10/20,0,0.0,0
Georgia,,2/10/20,0,0.0,0
Germany,,2/10/20,14,0.0,0
Ghana,,2/10/20,0,0.0,0
Greece,,2/10/20,0,0.0,0
Guatemala,,2/10/20,0,0.0,0
Guinea,,2/10/20,0,0.0,0
Guyana,,2/10/20,0,0.0,0
Haiti,,2/10/20,0,0.0,0
Holy See,,2/10/20,0,0.0,0
Honduras,,2/10/20,0,0.0,0
Hungary,,2/10/20,0,0.0,0
Iceland,,2/10/20,0,0.0,0
India,,2/10/20,3,0.0,0
Indonesia,,2/10/20,0,0.0,0
